danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,duration,track_uri,clusterId
0.427,0.0143,0,-23.296,0.0768,0.991,0.86,0.0625,0.167,194.092,"Watashi no Uso (from ""Your Lie in April"") - Piano Version",174213,spotify:track:0CZLWYZr8nkPAphOw3Oynk,3
0.519,0.0842,2,-19.655,0.0806,0.978,0.916,0.0805,0.291,128.742,f <pfs>,229987,spotify:track:7L8KV3FlPJx9tnsS33uMen,3
0.443,0.0918,7,-15.397,0.0397,0.981,0.971,0.0919,0.235,119.772,Mirajane's Theme,110107,spotify:track:4ejoezuhbSpl053g9zJ8HL,3
0.276,0.174,5,-14.907,0.0478,0.861,0.17,0.141,0.0742,111.083,Ⅲ epilogue,121947,spotify:track:2b4iGWpqtv1HNsa0enc5Er,1
0.586,0.105,7,-19.103,0.0458,0.99,0.936,0.112,0.372,80.072,"Main Theme (from ""Fairy Tail"") - Piano Version",128813,spotify:track:1g8OULlWBHQHhdun9qKiJq,3
0.18,0.296,10,-13.471,0.0346,0.00529,0.8,0.0878,0.0452,133.496,aズ-17歩,163373,spotify:track:7fJu0gH275bqwEtoAoBvuF,1
0.527,0.204,7,-9.544,0.0294,0.509,0.641,0.137,0.16,75.04,ヒナタvsネジ,193493,spotify:track:1MBp0qsk4UTtdxc6DmmlFX,1
0.196,0.00724,4,-25.699,0.0457,0.989,0.888,0.0644,0.17,74.606,行き止まり,71467,spotify:track:3oUX2Sm0znX6OyyXMb0AbY,1
0.255,0.196,6,-19.0,0.0402,0.972,0.698,0.11,0.168,119.494,Return to Base,121368,spotify:track:21LBXdtelcnRpimCBa5WJV,1
0.176,0.514,8,-12.05,0.0308,0.816,0.637,0.117,0.154,80.018,Yuri on ICE,220999,spotify:track:4u4t9R8Iky417ZasENaKXX,1
0.0918,0.268,5,-12.501,0.0348,0.955,0.823,0.22,0.0397,87.074,tema principale: orchestra dedicata ai maestri,298613,spotify:track:2BDGENnWVU3kAvXkEzMvcr,1
0.543,0.0707,7,-18.989,0.0761,0.99,0.923,0.17,0.527,105.103,Kenji,61947,spotify:track:1c1q2Zk6qzcnANS9MMYYv4,3
0.443,0.234,2,-12.069,0.0377,0.95,0.825,0.0965,0.127,119.786,ボッジとカゲの友情,147747,spotify:track:1wMPHL0wMoFzGxsqVimW2p,3
0.449,0.0425,0,-23.086,0.0687,0.991,0.961,0.114,0.135,128.378,"Date (from ""Your Name"") - Piano Version",190413,spotify:track:1Xzud4cwfQcWNheDmMOmRg,3
0.191,0.0606,7,-27.896,0.0368,0.888,0.67,0.684,0.135,146.713,神聖円卓領域:キャメロット orchestra ver.(Live),240187,spotify:track:58biqZXhwdIhaMmOpzHB0o,1
0.525,0.0912,2,-21.227,0.069,0.95,0.875,0.12,0.0741,79.961,砂の星,203107,spotify:track:7gz7GnLjMSKImEJBFPj8Ie,3
0.367,0.2,5,-13.978,0.0343,0.886,0.901,0.111,0.125,130.11,BLUE,237640,spotify:track:7F1qu0e6hEdQGvUPB3zxeD,1
0.478,0.102,3,-19.097,0.0631,0.982,0.839,0.0913,0.415,164.956,The Promised Neverland (Pf solo Version),169827,spotify:track:3gZZfPtY4ekef9SZn6rdda,3
0.633,0.404,4,-13.668,0.0462,0.896,0.951,0.26,0.462,100.156,Postmeridie,100440,spotify:track:2ye6s1u1Xmpam9rpyfIgTa,3
0.486,0.0711,9,-9.749,0.0306,0.398,0.0,0.0785,0.18,79.9,ひとり,102973,spotify:track:0gF8bDtPONdYsx7sI6TgUY,2
0.467,0.0653,5,-19.477,0.0476,0.99,0.899,0.112,0.219,96.002,"The Path of the Wind (from ""My Neighbor Totoro"") - Piano Version",166613,spotify:track:1qGGKwl2Jd7kKeInS7DigT,3
0.19,0.0773,11,-21.749,0.0371,0.853,0.171,0.166,0.0383,86.825,"Be a Flower, Be Nothing (feat. Tina Guo)",113387,spotify:track:0xDO9CCjMWGGKY5HeiwYQn,1
0.184,0.336,5,-10.325,0.0322,0.759,0.899,0.0676,0.0622,110.319,Theme of Blood Blockade Battlefront,221280,spotify:track:6amM9O98aM9NJyE3nN0Qbu,1
0.601,0.0982,11,-16.236,0.081,0.966,0.904,0.091,0.0762,68.433,pF-AdLibⅣ,124973,spotify:track:2zMoJnmgdYwPC3iYUSPIbu,3
0.435,0.102,2,-21.149,0.0507,0.989,0.931,0.096,0.133,93.915,Rainy Steps,199680,spotify:track:6MD5Tz0SBZkqfI8m6Tg09G,3
0.595,0.062,4,-19.126,0.0731,0.988,0.945,0.115,0.251,114.417,"Main Theme (from ""Grave of the Fireflies"") - Piano Version",120400,spotify:track:3AfMa7WKiHccMRqFs5cnrQ,3
0.201,0.211,9,-18.589,0.0395,0.913,0.955,0.106,0.0448,80.696,Rei II,176600,spotify:track:60AjiXk85ac0dnSEYsYbqI,1
0.271,0.273,4,-17.884,0.0339,0.903,0.347,0.124,0.187,139.948,Puella in somnio,117733,spotify:track:15qBxGjAD4kWONlicpYpuR,1
0.249,0.256,9,-15.724,0.0376,0.664,0.917,0.0933,0.0384,61.487,A Proud Father,119324,spotify:track:0CZgj823OB4EtqLZppMRTV,1
0.305,0.281,2,-11.949,0.043,0.789,0.964,0.0983,0.065,160.029,mommy,133907,spotify:track:2wH1onwRqSXVEWedraKhK5,1
0.552,0.248,0,-14.628,0.038,0.574,0.956,0.075,0.0402,127.943,Her Blue Sky,196547,spotify:track:0LfuSi7PeP9702yKy2svrb,3
0.375,0.0258,1,-23.258,0.0602,0.993,0.943,0.101,0.169,171.577,"Ashitaka and San (from ""Princess Mononoke"") - Piano Version",152213,spotify:track:32vqrWQnS2fDk1JQXo7r2y,3
0.396,0.00627,9,-23.327,0.0633,0.991,0.883,0.0808,0.34,133.426,Letter,210187,spotify:track:3lurE2YSyTPtPcJy71giov,3
0.277,0.0737,10,-23.442,0.0437,0.95,0.431,0.279,0.0979,134.94,流れ星,97480,spotify:track:0W7i2mlLUM3SdVa8urLt8e,1
0.097,0.185,0,-12.234,0.0353,0.944,0.85,0.114,0.112,178.802,聞き慣れたメロディー (orchestra ver.),288267,spotify:track:1i8hoskrY3T0NrDfYV24Oc,1
0.59,0.0554,2,-15.094,0.0399,0.978,0.885,0.168,0.408,143.834,ナルトとヒカル~認め合う二人~,80827,spotify:track:1LGsQpzIkNSV9qo6E1QCJF,3
0.375,0.22,9,-12.913,0.03,0.809,0.31,0.205,0.444,180.202,桜のテーマ,165533,spotify:track:2rkHF3lLA1nJIIa9E15SLK,3
0.386,0.0435,1,-19.673,0.0465,0.988,0.936,0.0935,0.0365,83.754,"Lit (from ""A Silent Voice"") - Piano Version",124813,spotify:track:5ozS8C2eYB5Z8G34J4fQjl,1
0.185,0.192,5,-13.978,0.0401,0.906,0.832,0.098,0.0496,60.405,En/Kin/Nai/Kan/Sin/Ki/Ei/Satsu,191427,spotify:track:4eApWnOdelg5TNfFLw3YXE,1
0.224,0.00414,9,-28.348,0.0475,0.988,0.915,0.0867,0.247,134.858,The Promised Neverland (Epf solo Version),144520,spotify:track:5L9bHB7esLqCQPETVQcP7W,1
0.201,0.259,4,-14.513,0.0338,0.651,0.731,0.172,0.0709,94.737,らゲ-sin,149547,spotify:track:3cUm4XaoBC8wBjzunV3N5X,1
0.269,0.0426,11,-19.984,0.0353,0.91,0.945,0.273,0.136,68.256,morning moon,152700,spotify:track:280uCFxlwOi93K60u17qXQ,1
0.468,0.0713,4,-17.661,0.035,0.98,0.682,0.118,0.225,114.875,たとえ、夜が続いても,184227,spotify:track:218Jd0OzzpUs0WgADSEwp6,3
0.294,0.0769,2,-20.221,0.0369,0.958,0.897,0.0843,0.0525,75.858,交響$weet 4th-Mov.:f,224293,spotify:track:4HtIJokdLiYktVUjv6HmEi,1
0.806,0.287,11,-14.301,0.0439,0.971,0.928,0.0911,0.583,115.163,Minori Theme,189413,spotify:track:4cTMTCpzrmGRXbaZjZzUxa,3
0.218,0.187,9,-11.62,0.0388,0.98,0.902,0.0954,0.0764,78.978,理想郷,62480,spotify:track:43JTTqlhoxd28a82hCC38e,1
0.292,0.256,11,-14.085,0.0342,0.984,0.956,0.121,0.248,129.871,22194,165213,spotify:track:3t1VZbZdGhErxXiYQs3iek,1
0.624,0.0532,2,-21.333,0.0995,0.995,0.952,0.0779,0.515,135.919,Tatsuya,109080,spotify:track:5fUe0tMtJgt1V3HzwkzqSH,3
0.329,0.0286,4,-27.209,0.0358,0.915,0.641,0.118,0.0389,76.845,Spirited Away: III. The Sixth Station,228253,spotify:track:0io66Jrq47xP5l14O9347v,1
0.456,0.0354,3,-25.819,0.0591,0.977,0.813,0.0956,0.132,141.647,TPF-4,215680,spotify:track:1wLtmLETBKV47ij6aMveQW,3
0.474,0.0117,7,-24.607,0.0685,0.99,0.884,0.314,0.332,135.631,ぬくもり,153560,spotify:track:6HoE1s13bANzRAIFjd0UHI,3
0.537,0.171,0,-16.858,0.0299,0.617,0.884,0.176,0.0459,84.047,innocence,255067,spotify:track:77frcHaijsgNBotBCd2Qa6,1
0.437,0.148,5,-14.812,0.0415,0.871,0.00119,0.106,0.194,134.007,富士風雪絵,92867,spotify:track:635iHQIGC3iqMkhEZbElmc,1
0.29,0.0276,2,-22.48,0.0376,0.951,0.00517,0.0849,0.0394,113.976,本当の気持ち,131600,spotify:track:5xElXRYSACDUnb6FkLxQ72,1
0.209,0.183,9,-15.04,0.038,0.954,0.805,0.0885,0.136,95.039,A Morning in New Bark Town,177819,spotify:track:09tukGvyaZGKfmMqVEmOwl,1
0.554,0.171,0,-15.656,0.0338,0.865,0.893,0.109,0.16,90.005,雪の日,198293,spotify:track:28ZcgF1HMRtdjIcAR5g9Ri,3
0.24,0.0595,4,-20.655,0.0364,0.652,0.623,0.125,0.19,140.308,Memories,156063,spotify:track:2gRg2U10JdXoxoyjvl4K2X,1
0.172,0.125,4,-23.734,0.0381,0.947,0.839,0.155,0.0689,73.052,Gurenge (Demon Slayer OP),183483,spotify:track:4dBNsU1kyxFK8RCRq2iR0E,1
0.607,0.0803,5,-25.765,0.0423,0.995,0.821,0.125,0.481,126.25,It's Better Not to Say It,56627,spotify:track:5eeMePNdlrbazuKZfItpfY,3
0.518,0.16,7,-17.187,0.0594,0.986,0.966,0.485,0.613,126.95,Ⅲ rain goes up,101440,spotify:track:43qdhWFAyqJR48bjdnc3mG,3
0.156,0.0716,7,-22.569,0.0397,0.994,0.906,0.109,0.0384,79.593,Crepuscule - Tokyo III,98667,spotify:track:2JYrCl2Ni9vXibdmHqbU87,1
0.513,0.0306,0,-22.455,0.0508,0.995,0.957,0.12,0.12,97.715,"A Sea of Clouds in the Moonlight (from ""Castle in the Sky"") - Piano Version",195027,spotify:track:0AKoJFpy4ZmR7PfWvHW1x5,3
0.274,0.111,0,-18.814,0.0358,0.951,0.915,0.0912,0.0539,81.922,サラダ~心痛,142280,spotify:track:7eKypR55QcGtFNgKdtMCUF,1
0.401,0.0852,2,-18.914,0.0517,0.984,0.935,0.0978,0.121,86.387,"tender smile, gentle feeling",128000,spotify:track:4bIgqIAnAvkynszhnTxV95,1
0.372,0.21,2,-22.998,0.06,0.968,0.924,0.117,0.229,94.943,days,176065,spotify:track:3zAsQh1bA6kjiewwBeMhEE,3
0.186,0.137,0,-14.14,0.035,0.415,0.899,0.11,0.124,173.782,Made in Abyss,128867,spotify:track:2KX2JoisGgrs9QlCVbSlCC,1
0.274,0.0692,10,-22.128,0.0347,0.989,0.776,0.0925,0.103,93.984,"Newborn, Naked Morning",134440,spotify:track:7CBB1HtDDiTUjrmYXKAXaq,1
0.233,0.228,7,-11.911,0.0327,0.353,0.926,0.275,0.185,91.907,日差しの中で ~FGO~,155800,spotify:track:0bwh7DDPPVydRwL6qp2kMs,1
0.108,0.0826,0,-21.105,0.0393,0.867,0.345,0.0449,0.0397,83.729,We Have to Get to China,205080,spotify:track:0d1rRgW0IgfJwFgHLXWo9Z,1
0.233,0.76,5,-7.829,0.112,0.278,0.567,0.12,0.323,213.994,Khun,207316,spotify:track:6jgz3qHKwsRv9JYCrw2QO2,0
0.356,0.0927,7,-22.755,0.0801,0.994,0.935,0.116,0.0535,172.574,"Merry-Go-Round of Life (from ""Howl's Moving Castle"") - Piano Version",163813,spotify:track:2kU1qEBixawaX0Donv6us6,3
0.306,0.00653,5,-29.199,0.0394,0.958,0.932,0.128,0.21,77.002,Departure,62239,spotify:track:47vvW1lUth8NZ1rIW2VitW,1
0.276,0.177,2,-16.791,0.0336,0.726,0.723,0.148,0.0394,100.16,落日,115400,spotify:track:6mktMBAkKKGF9ZHRfn7Ohc,1
0.413,0.32,1,-15.793,0.0367,0.349,0.961,0.0608,0.0665,180.106,祝・映画化!!,105373,spotify:track:6cdRTS9WEv8IF12mL3FnrJ,3
0.508,0.0151,7,-21.693,0.0777,0.982,0.523,0.148,0.196,79.759,"Mother Sea (from ""One Piece"") - Piano Version",95613,spotify:track:3DYeBXdFnD2faejUwPlr5a,3
0.637,0.0777,0,-14.758,0.115,0.99,0.938,0.0934,0.331,148.186,慈悲,99467,spotify:track:6qJRCdHnPO2zwuJf4xNdH9,3
0.51,0.274,5,-14.165,0.0348,0.981,0.9,0.123,0.0965,75.974,GATE OF STEINER -Piano-,236120,spotify:track:1EyeHLX96JGGiF2l4tRvJR,1
0.368,0.172,5,-19.991,0.037,0.987,0.925,0.12,0.201,104.409,il sole,97897,spotify:track:7kGSlJ7w8cHvKgEWFhaV4t,1
0.541,0.0311,7,-21.786,0.0733,0.994,0.938,0.0904,0.298,123.132,"Kanashiki Kako (from""Fairy Tail"") - Piano Version",134213,spotify:track:5UAD8OmfbawhhQiOX7WiAm,3
0.221,0.0726,9,-17.167,0.0363,0.646,8.49e-05,0.129,0.136,114.736,夕暮れ,114760,spotify:track:4sG3UjRzAAAZTMD4B098ec,1
0.385,0.0874,2,-21.796,0.0856,0.97,0.92,0.114,0.11,135.048,Cruel Dilemme IV,113120,spotify:track:0oMW4IX1H26YGWatbRov0l,3
0.277,0.0415,3,-23.933,0.0338,0.975,0.955,0.126,0.19,100.66,In the Rain,88427,spotify:track:54tyZ4LKFV0vQZIseBV0jA,1
0.194,0.0174,0,-26.644,0.0378,0.983,0.0391,0.0845,0.035,70.983,You Are My Beautiful Song,104053,spotify:track:60ifReooSk4yKVr4k059CG,1
0.611,0.68,11,-10.074,0.0286,0.471,0.75,0.084,0.377,120.029,Butterfly Joe,105747,spotify:track:1XYLq3exYb7HaFYbdUJfOf,2
0.483,0.0606,3,-21.296,0.0483,0.98,0.903,0.189,0.12,133.81,"Otouto Mitai na Sonzai (from ""Your Lie in April"") - Piano Version",105613,spotify:track:73KPdKYj9ghwx6cSqcIc6W,3
0.306,0.325,9,-10.327,0.0307,0.956,0.865,0.128,0.237,75.792,銀髪の少年,128947,spotify:track:2rdV4U0MJoaultI3T0wya7,1
0.408,0.492,5,-11.862,0.0277,0.658,0.793,0.105,0.0787,99.966,そして訪れた平和,190147,spotify:track:1AWnS38eXZkex55teTjSiH,1
0.443,0.284,7,-14.951,0.0333,0.523,0.825,0.103,0.316,90.817,Kansas,98320,spotify:track:2I4RBS5SI7sg7KSN5dc1Sf,1
0.587,0.355,2,-16.336,0.0389,0.886,0.903,0.11,0.75,160.035,Miki,112427,spotify:track:1LuHSkkfYqNQ9REmVSG5qN,3
0.532,0.0228,5,-19.326,0.0712,0.985,0.941,0.112,0.0577,144.404,Descending the Stairs,102053,spotify:track:4kgvX4EVI1R3PcYfk3ZMxV,3
0.591,0.00303,2,-29.004,0.085,0.995,0.979,0.0396,0.459,140.91,Juvenile Psalms,122867,spotify:track:0f7xHVyHOyjNYHPNnSUYeR,3
0.381,0.254,7,-14.79,0.0336,0.488,0.00788,0.197,0.146,80.04,山間にて,148053,spotify:track:4AEo07oakprZcCmCjaBX57,1
0.506,0.11,10,-23.843,0.0426,0.975,0.956,0.109,0.229,115.101,ayumu i,110235,spotify:track:6pLuc3ikK3VDcmmNSEiAf0,3
0.166,0.0833,7,-18.985,0.0418,0.948,0.904,0.0655,0.0445,130.033,Men of the Earth,190333,spotify:track:6e5nUhH2xx4iCC4lrAuLc4,1
0.312,0.0212,5,-27.131,0.0511,0.983,0.0237,0.17,0.163,133.012,Circulation,110720,spotify:track:0GA3IAQWhlwgXgd6aEcew3,1
0.197,0.112,1,-17.292,0.0493,0.979,0.952,0.105,0.0747,197.232,Future Nursery,158387,spotify:track:5J4QpLfLp5RyGt2epWw0ZU,1
0.485,0.0415,9,-25.599,0.0507,0.978,0.798,0.0722,0.114,114.677,Anna - Piano Version,233600,spotify:track:38DYHnTRQ4HgYmP32sS3vu,3
0.337,0.00568,6,-28.057,0.0435,0.99,0.0221,0.111,0.443,111.502,Horizon,118693,spotify:track:5tBQykcYjtinrF9ev9mgST,1
0.178,0.237,10,-15.489,0.0359,0.00381,0.8,0.092,0.262,99.347,A Tree in the Dark,84013,spotify:track:3SXIQYZmmx8m5KPZ0RyuFO,1
0.154,0.0821,8,-20.606,0.0425,0.884,0.862,0.0776,0.0371,93.463,敗者,162000,spotify:track:3MKlI3y3MQjcAzmgG3VJoe,1
0.474,0.0904,11,-19.422,0.0378,0.983,0.878,0.209,0.48,83.581,Hora Carpo,139440,spotify:track:4yTKtoZPjU3MYaDuSc6Hsv,3
0.521,0.281,10,-12.51,0.0312,0.817,0.924,0.118,0.199,112.087,イザベラの唄 (Mandolin Version),149200,spotify:track:6R24kPF92YaMvsK6K2Cpyv,3
0.24,0.00772,10,-28.248,0.0452,0.974,0.93,0.0756,0.0364,75.027,Revelation,188272,spotify:track:73fSc5LqSBGYvMznxAsWdL,1
0.605,0.192,5,-18.296,0.0747,0.965,0.907,0.0871,0.804,126.652,いつも何度でも(Instrumental),131240,spotify:track:2gPkPYsK8qhBnqIb8bW8QB,3
0.206,0.239,7,-13.34,0.034,0.957,0.801,0.115,0.112,65.368,寂静,131947,spotify:track:68teXKcJUnOd2mGWahgcca,1
0.461,0.0253,7,-27.676,0.033,0.991,0.826,0.152,0.247,88.385,Hifumi (Medicine Song),80373,spotify:track:6JY6UlSalLhkq5kDFCko4Q,3
0.383,0.00467,1,-29.878,0.0528,0.991,0.865,0.109,0.225,69.003,理想郷,217333,spotify:track:4AjlMD1d8wax7qGsVxrbjg,1
0.418,0.255,0,-14.076,0.0504,0.522,0.871,0.122,0.245,209.784,Lounge,124013,spotify:track:6TnRvZxTCinyDQVVj9uSaC,3
0.134,0.109,11,-19.137,0.0367,0.96,0.918,0.121,0.117,78.018,Cradle Of Myriad Stars,94720,spotify:track:0BBCiDEfr2KZXjF6puSdp6,1
0.374,0.504,4,-3.018,0.0302,0.85,0.0263,0.108,0.358,110.474,君をのせて,221373,spotify:track:62fcs78JNSzeb5IMHCNpwm,2
0.25,0.129,7,-20.137,0.0325,0.971,0.885,0.0981,0.0703,109.073,Meguro,139907,spotify:track:4MU4CP6BlcLKpMwmgssHUm,1
0.141,0.191,0,-15.328,0.0328,0.664,0.0207,0.183,0.0684,169.017,Departure,173627,spotify:track:7uNu0IWPFHHmi8KI3akdEg,1
0.523,0.097,11,-17.615,0.0454,0.977,0.836,0.0863,0.145,108.055,Water Memory,137213,spotify:track:2zszfnsU9IqrzCd1Nhuf2A,3
0.438,0.0964,0,-20.403,0.0693,0.992,0.901,0.102,0.406,114.894,"Pokémon Theme (Solo Piano) [From ""Pokémon the Movie: I Choose You""]",99163,spotify:track:0ciwrK2ri1Mp3KzNKKNUn1,3
0.271,0.0333,0,-22.754,0.0372,0.992,0.574,0.14,0.249,76.771,Lullaby In The Peaceful Light,237453,spotify:track:1X5J4L0NgBAUONNTJ1SrnV,1
0.663,0.0833,5,-23.447,0.0831,0.99,0.831,0.0802,0.247,77.892,Thought of You,73507,spotify:track:7cj0Rn7htkVK8G2MYcIlFx,3
0.291,0.156,0,-13.926,0.0323,0.784,0.022,0.124,0.103,77.09,POLARIS,147600,spotify:track:44rugL2fPwfJHMNa8LrRIN,1
0.342,0.0287,1,-31.008,0.0411,0.986,0.775,0.179,0.121,64.366,冷雨,228387,spotify:track:7h58iqcHzETIlKgztLu69z,1
0.555,0.0966,2,-18.37,0.0534,0.983,0.952,0.0931,0.356,99.63,BEASTARS -pf solo-,109000,spotify:track:1WKXs9BlXdmN9qsBw2Cgcn,3
0.507,0.192,0,-14.173,0.031,0.986,0.873,0.0992,0.121,74.909,Sweet Fragments of Peace,132722,spotify:track:3RNK21auj9JCKhnQS1GhWf,1
0.225,0.0328,7,-22.823,0.0455,0.939,0.91,0.109,0.0603,113.88,KK9(m19),130560,spotify:track:1a0JBGVyhUUVdynns4LoRo,1
0.552,0.16,0,-20.914,0.0362,0.982,0.963,0.0927,0.377,88.176,Oyoste Aina,182413,spotify:track:04g3KHv3tuxR2632NMi3sh,3
0.629,0.206,5,-18.119,0.0426,0.99,0.955,0.112,0.47,179.983,His Heart,92013,spotify:track:7rr9jeBLOlSrs1KmtFsjkt,3
0.497,0.181,7,-20.212,0.0519,0.99,0.922,0.0733,0.319,148.077,Days We All Have,238960,spotify:track:0u0YnjJ2aHyDUXNhYREmwH,3
0.265,0.0282,9,-27.958,0.0476,0.985,0.874,0.0941,0.128,65.088,Aots3-Pf2,204107,spotify:track:4U84wHDv0chT6uIydsaxlO,1
0.47,0.119,9,-16.318,0.0294,0.908,0.667,0.0969,0.0666,74.151,Rei I,179827,spotify:track:75noxAKSPc5wUqcyj4NILb,1
0.309,0.0423,6,-24.4,0.0565,0.993,0.923,0.0893,0.207,67.534,父子,205627,spotify:track:0YTQNc3FlK18Y7tPlXCC22,1
0.339,0.0333,9,-26.268,0.0455,0.956,0.608,0.048,0.0518,84.059,tfpf1,177507,spotify:track:0vMseaKjzbLdfl62kwjjn6,1
0.302,0.0937,7,-18.32,0.034,0.926,0.911,0.0959,0.0791,139.723,ナットキングバラード,199707,spotify:track:1RltkY2HWYsjvNBw24FLNm,1
0.175,0.126,10,-21.728,0.0415,0.944,0.82,0.108,0.0326,68.391,White Gloves (Reprise),176707,spotify:track:2tR6AX7kCnmcmXyaLVccoQ,1
0.336,0.222,8,-19.924,0.0336,0.813,0.802,0.137,0.1,65.014,Midnight,183053,spotify:track:1ykfLUULxtgmMOgk3A4yM6,1
0.284,0.146,0,-15.628,0.0355,0.927,0.836,0.11,0.143,95.305,"Tori no Hito - Ending (From ""Kaze no Tani no Naushicaa"")",211413,spotify:track:535Kkqb57SJLNyFdZwefZQ,1
0.413,0.465,2,-4.234,0.0349,0.91,0.0565,0.119,0.701,187.993,人生のメリーゴーランド,174747,spotify:track:6AP96IuujQWf7QfFraG0LH,2
0.526,0.0344,7,-27.855,0.11,0.996,0.924,0.118,0.208,67.101,You're in Love,71800,spotify:track:3Lsdp3mbD27MjxvTeFm0v3,3
0.205,0.138,8,-22.604,0.0389,0.941,0.744,0.0785,0.0356,87.763,a Man,228480,spotify:track:3EnWaXFfODVvdajJ1ITwhf,1
0.347,0.0406,9,-37.544,0.033,0.569,0.03,0.0521,0.066,134.271,Cradle Song,97120,spotify:track:0o2BUXzLorm7OGFJpfXr29,1
0.163,0.269,6,-12.613,0.0394,0.969,0.939,0.117,0.144,83.084,Avatar The Legend of Korra Ending Theme,180088,spotify:track:0vxpS3kow8NBsxLG8rjf0j,1
0.82,0.191,5,-20.587,0.0613,0.974,0.927,0.0804,0.218,143.998,The Path of the Wind,222709,spotify:track:0vTlJdcmz1jOFgfbUtiBku,3
0.48,0.0848,7,-19.501,0.0703,0.989,0.918,0.164,0.116,68.564,KK1PfVer,196120,spotify:track:3chgZjxHggI6ESROW6kiIA,3
0.179,0.421,5,-7.51,0.0347,0.0636,0.752,0.201,0.049,76.853,Fairy Tail Main Theme - Slow ver.,154613,spotify:track:1ADsAp80fs3TVEkRnqfJje,1
0.267,0.222,2,-16.166,0.0335,0.935,0.92,0.32,0.0375,149.585,Ling Ya,199640,spotify:track:7jxI8GVCxsQl2b5MeZkN3z,1
0.454,0.433,7,-11.0,0.0347,0.718,0.0249,0.149,0.444,117.973,Blue Sky(2012 Version),140853,spotify:track:3yDPxHA7yKZA1Wua6VG0lE,2
